,Title,Location,Price,Size,Listing_Type
870,"1 Bedroom Apartment For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat",OMR499,80 Sq. M.,For Rent
871,"3 Bedroom Villa For Rent Al Hail, Muscat","Al Hail, Muscat",OMR475,285 Sq. M.,For Rent
872,"5 Bedroom Villa For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat","OMR1,700",450 Sq. M.,For Rent
873,"5 Bedrooms Villa For Rent Al Hail, Muscat","Al Hail, Muscat",OMR475,600 Sq. M.,For Rent
874,"4 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR650,300 Sq. M.,For Rent
875,"7 Bedrooms Villa For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat","OMR1,200",550 Sq. M.,For Rent
876,"2 Bedrooms Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR550,120 Sq. M.,For Rent
877,"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR290,10 Sq. M.,For Rent
878,"1 Bedroom Apartment For Rent Al Ghubrah, Muscat","Ghala, Muscat",OMR185,69 Sq. M.,For Rent
879,7 Bedroom Villa For Rent in Muscat - Al Khoud,"Al Khoud, Muscat",OMR950,700 Sq. M.,For Rent
880,"4 Bedroom Villa For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,450",400 Sq. M.,For Rent
881,"4 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR700,10 Sq. M.,For Rent
882,"2 Bedrooms Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR400,100 Sq. M.,For Rent
883,"4 Bedroom Villa For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,250",10 Sq. M.,For Rent
884,"3 Bedrooms Villa For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR550,500 Sq. M.,For Rent
885,"1 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR160,10 Sq. M.,For Rent
886,"7 Bedrooms Villa For Rent Al Khoud, Muscat","Al Khoud, Muscat","OMR2,000","1,800 Sq. M.",For Rent
887,"4 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",450 Sq. M.,For Rent
888,"4 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat",OMR600,300 Sq. M.,For Rent
889,"3 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR850,300 Sq. M.,For Rent
890,"6 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,000",300 Sq. M.,For Rent
891,1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR950,135 Sq. M.,For Rent
892,"2 Bedroom Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR60,"1,200 Sq. M.",For Rent
893,"2 Bedrooms Apartment For Rent Sur, Al Sharqiya","Sur, Al Sharqiya",OMR180,420 Sq. M.,For Rent
894,"2 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR260,109 Sq. M.,For Rent
895,"2 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR495,150 Sq. M.,For Rent
896,"1 Bedroom Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR500,65 Sq. M.,For Rent
897,"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR130,108 Sq. M.,For Rent
898,"4 Bedroom Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,900",350 Sq. M.,For Rent
899,"1 Bedroom Apartment For Rent in Al Maabilah, Muscat","Al Maabilah, Muscat",OMR250,100 Sq. M.,For Rent
900,"6 Bedroom Villa For Rent in Al Hail, Muscat","Al Hail, Muscat",OMR500,380 Sq. M.,For Rent
901,"1 Bedroom Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR500,93 Sq. M.,For Rent
902,"2 Bedrooms Apartment For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR150,125 Sq. M.,For Rent
903,"1 Bedroom Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR160,80 Sq. M.,For Rent
904,"2 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR160,15 Sq. M.,For Rent
905,"2 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR625,109 Sq. M.,For Rent
906,"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR600,150 Sq. M.,For Rent
907,"1 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR145,55 Sq. M.,For Rent
908,"1 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR225,95 Sq. M.,For Rent
909,"1 Bedroom Apartment For Rent in Darsait, Muscat","Darsait, Muscat",OMR130,20 Sq. M.,For Rent
910,"4 Bedroom Villa For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat","OMR1,200",350 Sq. M.,For Rent
911,"3 Bedroom Villa For Rent Sohar, Al Batinah","Sohar, Al Batinah",OMR300,360 Sq. M.,For Rent
912,2 Bedrooms Apartment For Rent Muscat,"The Wave (Almouj), Muscat",OMR700,120 Sq. M.,For Rent
913,"2 Bedroom Chalet For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR50,350 Sq. M.,For Rent
914,"2 Bedrooms Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR50,633 Sq. M.,For Rent
915,"4 Bedrooms Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR135,90 Sq. M.,For Rent
916,"1 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR275,98 Sq. M.,For Rent
917,"2 Bedrooms Apartment For Rent in Qurum, Muscat","Qurum, Muscat",OMR150,95 Sq. M.,For Rent
918,"2 Bedrooms Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR750,105 Sq. M.,For Rent
919,"5 Bedrooms Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR50,"5,000 Sq. M.",For Rent
920,"4 Bedroom Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,750",400 Sq. M.,For Rent
921,"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR140,95 Sq. M.,For Rent
922,"6 Bedroom Villa For Rent in Al Maabilah, Muscat","Al Maabilah, Muscat",OMR550,300 Sq. M.,For Rent
923,6 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR2,100",600 Sq. M.,For Rent
924,"3 Bedrooms Apartment For Rent Qantab, Muscat","Barr Al Jissah, Muscat","OMR1,500",11 Sq. M.,For Rent
925,"1 Bedroom Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR70,10 Sq. M.,For Rent
926,2 Bedrooms Apartment For Rent Al Ghubrah Muscat,"Al Ghubrah, Muscat",OMR500,10 Sq. M.,For Rent
927,"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR700,110 Sq. M.,For Rent
928,"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,400",300 Sq. M.,For Rent
929,2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,700",195 Sq. M.,For Rent
930,"5 Bedroom Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR749,365 Sq. M.,For Rent
931,"1 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR400,100 Sq. M.,For Rent
932,"2 Bedrooms Apartment For Rent in Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR350,120 Sq. M.,For Rent
933,"6 Bedrooms Villa for Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,300",450 Sq. M.,For Rent
934,6 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat","OMR1,700",615 Sq. M.,For Rent
935,"5 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR800,300 Sq. M.,For Rent
936,2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR800,134 Sq. M.,For Rent
937,"6 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR650,400 Sq. M.,For Rent
938,"4 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR580,270 Sq. M.,For Rent
939,"Residential Land For Rent in Al Rusayl, Muscat","Al Rusayl, Muscat","OMR10,500","7,000 Sq. M.",For Rent
940,"Residential Land For Rent in Misfah, Muscat","Misfah, Muscat","OMR4,800","6,000 Sq. M.",For Rent
941,"1 Bedroom Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR400,63 Sq. M.,For Rent
942,"3 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR700,299 Sq. M.,For Rent
943,"1 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR210,80 Sq. M.,For Rent
944,"3 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR120,95 Sq. M.,For Rent
945,"2 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR850,109 Sq. M.,For Rent
946,"3 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR450,159 Sq. M.,For Rent
947,"5 Bedroom Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,050",500 Sq. M.,For Rent
948,"2 Bedroom Apartment For Rent Suwaiq, Al Batinah","Suwaiq, Al Batinah",OMR100,116 Sq. M.,For Rent
949,"2 Bedroom Apartment For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat",OMR450,109 Sq. M.,For Rent
950,"6 Bedroom Villa For Rent in Al Khoud, Muscat","Al Khoud, Muscat",OMR850,440 Sq. M.,For Rent
951,"2 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR700,120 Sq. M.,For Rent
952,"3 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",200 Sq. M.,For Rent
953,"1 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR650,85 Sq. M.,For Rent
954,"3 Bedrooms Villa For Rent Al Hail, Muscat","Al Hail, Muscat",OMR400,300 Sq. M.,For Rent
955,"5 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",500 Sq. M.,For Rent
956,"3 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",300 Sq. M.,For Rent
957,4 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR3,000",349 Sq. M.,For Rent
958,1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,350",140 Sq. M.,For Rent
959,"8 Bedrooms Villa For Rent - Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR2,500",650 Sq. M.,For Rent
960,"3 Bedroom Chalet For Rent Bidbid, Al Dakhiliya","Bidbid, Al Dakhiliya",OMR250,440 Sq. M.,For Rent
961,4 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,299",308 Sq. M.,For Rent
962,"3 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR650,350 Sq. M.,For Rent
963,"3 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR775,230 Sq. M.,For Rent
964,"2 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR450,100 Sq. M.,For Rent
965,"1 Bedroom Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR400,65 Sq. M.,For Rent
966,"2 Bedroom Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR310,120 Sq. M.,For Rent
967,6 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR899,350 Sq. M.,For Rent
968,"4 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,249",349 Sq. M.,For Rent
969,"7 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,399",500 Sq. M.,For Rent
970,"5 Bedrooms Villa For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat","OMR1,250",350 Sq. M.,For Rent
971,"5 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR300,200 Sq. M.,For Rent
972,"4 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,200",295 Sq. M.,For Rent
973,"9 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR2,500",650 Sq. M.,For Rent
974,"6 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,500",485 Sq. M.,For Rent
975,3 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,199",162 Sq. M.,For Rent
976,5 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat","OMR1,400",300 Sq. M.,For Rent
977,"3 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR430,300 Sq. M.,For Rent
978,"6 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,000",300 Sq. M.,For Rent
979,"6 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR650,300 Sq. M.,For Rent
980,2 Bedroom Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR425,10 Sq. M.,For Rent
981,"5 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat",OMR850,11 Sq. M.,For Rent
982,"2 Bedroom Apartment For Rent in Qurum, Muscat","Qurum, Muscat",OMR500,130 Sq. M.,For Rent
983,"2 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR210,111 Sq. M.,For Rent
984,"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR550,120 Sq. M.,For Rent
985,"1 Bedroom Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR300,80 Sq. M.,For Rent
986,"3 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,200",250 Sq. M.,For Rent
987,3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR850,200 Sq. M.,For Rent
988,"1 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR650,85 Sq. M.,For Rent
989,"1 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR525,90 Sq. M.,For Rent
990,"4 Bedroom Villa For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat","OMR1,350",423 Sq. M.,For Rent
991,"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR900,400 Sq. M.,For Rent
992,3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR800,195 Sq. M.,For Rent
993,"2 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR700,170 Sq. M.,For Rent
994,"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR749,350 Sq. M.,For Rent
995,"1 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR499,117 Sq. M.,For Rent
996,"2 Bedrooms Apartment For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR180,100 Sq. M.,For Rent
997,2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR750,10 Sq. M.,For Rent
998,"2 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR230,100 Sq. M.,For Rent
999,"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR200,90 Sq. M.,For Rent
1000,"2 Bedrooms Apartment For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR160,100 Sq. M.,For Rent
1001,2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR950,138 Sq. M.,For Rent
1002,"6 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR650,300 Sq. M.,For Rent
1003,"4 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR700,179 Sq. M.,For Rent
1004,"4 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,800",300 Sq. M.,For Rent
1005,"3 Bedrooms Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR2,500",264 Sq. M.,For Rent
1006,"2 Bedrooms Apartment For Rent Azaiba, Muscat","Azaiba, Muscat",OMR360,120 Sq. M.,For Rent
1007,"1 Apartment For Rent Ghala, Muscat","Ghala, Muscat",OMR230,80 Sq. M.,For Rent
1008,"3 Bedroom Apartment For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR800,130 Sq. M.,For Rent
1009,3 Bedroom Apartment For Rent Muscat - The Wave (Almouj),"The Wave (Almouj), Muscat",OMR799,145 Sq. M.,For Rent
1010,"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR210,55 Sq. M.,For Rent
1011,"1 Bedroom Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR749,300 Sq. M.,For Rent
1012,"3 Bedroom Apartment For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR170,400 Sq. M.,For Rent
1013,"2 Bedrooms Apartment For Rent Darsait, Muscat","Darsait, Muscat",OMR160,120 Sq. M.,For Rent
1014,"1 Bedroom Apartment For Rent in Ghala, Muscat","Ghala, Muscat",OMR190,100 Sq. M.,For Rent
1015,"1 Bedroom Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR160,100 Sq. M.,For Rent
1016,"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR200,750 Sq. M.,For Rent
1017,"2 Bedroom Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR450,150 Sq. M.,For Rent
1018,1 Bedroom Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR215,85 Sq. M.,For Rent
1019,"3 Bedroom Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR340,159 Sq. M.,For Rent
1020,"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR210,70 Sq. M.,For Rent
1021,"3 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR130,150 Sq. M.,For Rent
1022,"2 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR300,110 Sq. M.,For Rent
1023,4 Bedroom Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR725,250 Sq. M.,For Rent
1024,"3 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR270,125 Sq. M.,For Rent
1025,"Residential Land For Rent in Al Maabilah, Muscat","Al Maabilah, Muscat",OMR370,"2,000 Sq. M.",For Rent
1026,"5 Bedroom Villa For Rent in Azaiba, Muscat","Azaiba, Muscat",OMR650,400 Sq. M.,For Rent
1027,2 Bedrooms Apartment For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR700,170 Sq. M.,For Rent
1028,"2 Bedrooms Apartment For Rent in Qurum, Muscat","Qurum, Muscat",OMR400,11 Sq. M.,For Rent
1029,"2 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR200,80 Sq. M.,For Rent
1030,"6 Bedroom Villa For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR340,220 Sq. M.,For Rent
1031,"5 Bedroom Villa For Rent in Azaiba, Muscat","Al Mawaleh, Muscat",OMR550,450 Sq. M.,For Rent
1032,"2 Bedroom Apartment For Rent in Mutrah, Muscat","Mutrah, Muscat",OMR55,15 Sq. M.,For Rent
1033,1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR500,97 Sq. M.,For Rent
1034,"2 Bedrooms Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR300,120 Sq. M.,For Rent
1035,"2 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR180,110 Sq. M.,For Rent
1036,2 Bedroom Apartment For Rent Azaiba Muscat,"Azaiba, Muscat",OMR400,115 Sq. M.,For Rent
1037,"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR165,63 Sq. M.,For Rent
1038,"5 Bedroom Villa For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat","OMR1,400",500 Sq. M.,For Rent
1039,"6 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,000",401 Sq. M.,For Rent
1040,"4 Bedroom Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,000",250 Sq. M.,For Rent
1041,"2 Bedrooms Apartment For Rent Mutrah, Muscat","Mutrah, Muscat",OMR155,110 Sq. M.,For Rent
1042,"5 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR170,120 Sq. M.,For Rent
1043,"1 Bedroom Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR120,90 Sq. M.,For Rent
1044,"1 Bedroom Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR225,59 Sq. M.,For Rent
1045,"1 Bedroom Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR140,63 Sq. M.,For Rent
1046,"1 Bedroom Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR50,150 Sq. M.,For Rent
1047,"2 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR350,114 Sq. M.,For Rent
1048,"1 Bedroom Apartment For Rent in Bosher, Muscat","Bosher, Muscat",OMR260,80 Sq. M.,For Rent
1049,"7 Bedroom Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR2,399",599 Sq. M.,For Rent
1050,"5 Bedrooms Villa For Rent in Qantab, Muscat","Qantab, Muscat","OMR1,749",598 Sq. M.,For Rent
1051,"1 Bedroom Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR50,110 Sq. M.,For Rent
1052,"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR370,137 Sq. M.,For Rent
1053,"1 Bedroom Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR625,95 Sq. M.,For Rent
1054,2 Bedrooms Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR450,130 Sq. M.,For Rent
1055,"2 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,299",155 Sq. M.,For Rent
1056,"1 Bedroom Apartment For Rent Al Sifah, Muscat","Al Sifah, Muscat",OMR250,300 Sq. M.,For Rent
1057,"4 Bedrooms Apartment For Rent The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,199",159 Sq. M.,For Rent
1058,"2 Bedrooms Apartment For Rent Ibri, Al Dhahirah","Ibri, Al Dhahirah",OMR100,150 Sq. M.,For Rent
1059,2 Bedroom Apartment For Rent Darsait Muscat,"Al Khuwair, Muscat",OMR170,90 Sq. M.,For Rent
1060,"1 Bedroom Apartment For Rent in Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR420,90 Sq. M.,For Rent
1061,"1 Bedroom Apartment For Rent Al Sifah, Muscat","Al Sifah, Muscat",OMR250,350 Sq. M.,For Rent
1062,"2 Bedroom Apartment For Rent in Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR200,110 Sq. M.,For Rent
1063,"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,400",450 Sq. M.,For Rent
1064,"3 Bedrooms Apartment For Rent Al Khoud, Muscat","Al Khoud, Muscat",OMR160,200 Sq. M.,For Rent
1065,"2 Bedrooms Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR160,100 Sq. M.,For Rent
1066,2 Bedrooms Apartment For Rent Al Maabilah Muscat,"Al Maabilah, Muscat",OMR230,100 Sq. M.,For Rent
1067,"1 Bedroom Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR140,150 Sq. M.,For Rent
1068,"4 Bedrooms Villa For Rent Al Seeb, Muscat","Al Seeb, Muscat",OMR550,600 Sq. M.,For Rent
1069,"1 Bedroom Apartment For Rent in Al Amarat, Muscat","Al Amarat, Muscat",OMR100,59 Sq. M.,For Rent
1070,"3 Bedrooms Villa For Rent in Al Hail, Muscat","Al Hail, Muscat",OMR900,450 Sq. M.,For Rent
1071,Studio Residential Land For Rent Muscat - Misfah,"Misfah, Muscat",OMR750,"1,003 Sq. M.",For Rent
1072,"4 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR850,550 Sq. M.,For Rent
1073,"2 Bedrooms Apartment For Rent Al Khuwair, Muscat","Al Ghubrah, Muscat",OMR170,12 Sq. M.,For Rent
1074,"1 Bedroom Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR450,38 Sq. M.,For Rent
1075,"1 Bedroom Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR170,150 Sq. M.,For Rent
1076,"2 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR220,100 Sq. M.,For Rent
1077,"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR225,100 Sq. M.,For Rent
1078,"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR120,"6,000 Sq. M.",For Rent
1079,Studio Apartment For Rent Misfah Muscat,"Misfah, Muscat","OMR4,000","5,000 Sq. M.",For Rent
1080,"2 Bedroom Apartment For Rent in Nizwa, Al Dakhiliya","Nizwa, Al Dakhiliya",OMR111,"1,111 Sq. M.",For Rent
1081,"2 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR200,500 Sq. M.,For Rent
1082,"3 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR50,300 Sq. M.,For Rent
1083,"2 Bedrooms Apartment For Rent Ghala, Muscat","Ghala, Muscat",OMR260,115 Sq. M.,For Rent
1084,"Residential Land For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR370,"3,000 Sq. M.",For Rent
1085,"1 Bedroom Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR160,180 Sq. M.,For Rent
