Title,Location,Price,Size,Listing_Type
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR850,118 Sq. M.,For Rent
"5 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR600,350 Sq. M.,For Rent
1 Bedroom Villa For Rent in Al Hail Muscat,"Al Hail, Muscat",OMR280,100 Sq. M.,For Rent
7 Bedroom Villa For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR3,000",560 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR50,100 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Ghala, Muscat","Ghala, Muscat",OMR220,75 Sq. M.,For Rent
"1 Bedroom Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR50,600 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat",OMR460,78 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR400,120 Sq. M.,For Rent
"3 Bedroom Chalet For Rent in Qurayyat, Muscat","Qurayyat, Muscat",OMR50,"2,000 Sq. M.",For Rent
3 Bedrooms Chalet For Rent Al Hail Muscat,"Al Hail, Muscat",OMR55,"4,000 Sq. M.",For Rent
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat",OMR425,75 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR850,200 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Azaiba, Muscat","Al Khuwair, Muscat",OMR225,90 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR450,150 Sq. M.,For Rent
"3 Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",385 Sq. M.,For Rent
2 Bedrooms Apartment For Rent Muscat Qurum,"Qurum, Muscat",OMR250,95 Sq. M.,For Rent
"9 Bedroom Villa For Rent in Bosher, Muscat","Bosher, Muscat",OMR850,670 Sq. M.,For Rent
3 Bedrooms Apartment For Rent Azaiba Muscat,"Azaiba, Muscat",OMR300,250 Sq. M.,For Rent
3 Bedroom Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR340,200 Sq. M.,For Rent
"2 Bedroom Chalet For Rent in Sumail, Al Dakhiliya","Sumail, Al Dakhiliya",OMR50,600 Sq. M.,For Rent
"5 Bedroom Villa For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,800",400 Sq. M.,For Rent
"5 Bedrooms Villa For Rent in Sumail, Al Dakhiliya","Sumail, Al Dakhiliya",OMR500,316 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Qurum, Muscat","Al Khoud, Muscat",OMR270,100 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR320,120 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR280,250 Sq. M.,For Rent
"6 Bedrooms Villa For Rent in Al Amarat, Muscat","Al Amarat, Muscat",OMR355,290 Sq. M.,For Rent
8 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat","OMR2,500",500 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Salalah, Dhofar","Salalah, Dhofar",OMR55,150 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Barr Al Jissah, Muscat","Barr Al Jissah, Muscat",OMR850,200 Sq. M.,For Rent
"4 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,200",650 Sq. M.,For Rent
"5 Bedroom Villa For Rent in Al Khoud, Muscat","Al Khoud, Muscat",OMR500,450 Sq. M.,For Rent
4 Bedrooms Villa For Rent Al Amarat Muscat,"Al Amarat, Muscat",OMR190,"15,000 Sq. M.",For Rent
"5 Bedroom Villa For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,900",600 Sq. M.,For Rent
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR700,95 Sq. M.,For Rent
1 Bedroom Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR195,95 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Sohar, Al Batinah","Sohar, Al Batinah",OMR150,35 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Al Seeb, Muscat","Al Seeb, Muscat",OMR100,65 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR275,111 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Saham, Al Batinah","Saham, Al Batinah",OMR135,"5,000 Sq. M.",For Rent
"1 Bedroom Apartment For Rent in Taqah, Dhofar","Taqah, Dhofar",OMR300,90 Sq. M.,For Rent
3 Bedrooms Apartment For Rent Al Hail Muscat,"Al Hail, Muscat",OMR450,300 Sq. M.,For Rent
"2 Bedroom Chalet For Rent Sur, Al Sharqiya","Sur, Al Sharqiya",OMR50,151 Sq. M.,For Rent
4 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR699,350 Sq. M.,For Rent
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,500",555 Sq. M.,For Rent
"2 Bedroom Chalet For Rent in Sohar, Al Batinah","Sohar, Al Batinah",OMR50,"2,000 Sq. M.",For Rent
"5 Bedrooms Villa For Rent Azaiba, Muscat","Azaiba, Muscat",OMR550,300 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR380,96 Sq. M.,For Rent
"3 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR255,120 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent in Qurum, Muscat","Qurum, Muscat",OMR425,120 Sq. M.,For Rent
"3 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR770,250 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR520,119 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR50,80 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR200,10 Sq. M.,For Rent
"5 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR550,300 Sq. M.,For Rent
"3 Bedroom Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR165,100 Sq. M.,For Rent
2 Bedroom Apartment For Rent Al Ghubrah Muscat,"Al Ghubrah, Muscat",OMR275,100 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat",OMR475,78 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR390,120 Sq. M.,For Rent
"5 Bedrooms Villa For Rent in Azaiba, Muscat","Azaiba, Muscat","OMR1,400",400 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR250,109 Sq. M.,For Rent
9 Bedrooms Villa For Rent Muscat - Madinat As Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat","OMR2,500",595 Sq. M.,For Rent
"4 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,199",400 Sq. M.,For Rent
6 Bedroom Villa For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR5,000",900 Sq. M.,For Rent
6 Bedroom Villa For Rent Azaiba Muscat,"Azaiba, Muscat",OMR900,400 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR450,85 Sq. M.,For Rent
"3 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR700,300 Sq. M.,For Rent
"5 Bedroom Villa For Rent Al Khoud, Muscat","Al Khoud, Muscat","OMR2,000","1,800 Sq. M.",For Rent
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR700,130 Sq. M.,For Rent
"Residential Land For Rent in Barka, Al Batinah","Barka, Al Batinah","OMR1,999","5,000 Sq. M.",For Rent
"2 Bedroom Apartment For Rent Ansab, Muscat","Ansab, Muscat",OMR220,145 Sq. M.,For Rent
"3 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",300 Sq. M.,For Rent
"3 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat","OMR1,250",250 Sq. M.,For Rent
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,499",749 Sq. M.,For Rent
"3 Bedrooms Villa For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR80,200 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR100,120 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR855,159 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR600,159 Sq. M.,For Rent
"3 Bedrooms Villa For Rent Al Hail, Muscat","Al Hail, Muscat",OMR550,857 Sq. M.,For Rent
2 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,150",109 Sq. M.,For Rent
4 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,299",337 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR230,200 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Qantab, Muscat","Qantab, Muscat",OMR850,200 Sq. M.,For Rent
"4 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat",OMR555,300 Sq. M.,For Rent
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,999",650 Sq. M.,For Rent
4 Bedrooms Villa For Rent Qurum Muscat,"Qurum, Muscat","OMR1,200",290 Sq. M.,For Rent
"10 Bedrooms Villa For Rent Azaiba, Muscat","Azaiba, Muscat","OMR2,000",659 Sq. M.,For Rent
3 Bedrooms Villa For Rent Bosher - Muscat,"Bosher, Muscat",OMR850,159 Sq. M.,For Rent
"8-Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR2,199",700 Sq. M.,For Rent
"3 Bedroom Apartment For Rent in Al Maabilah, Muscat","Al Maabilah, Muscat",OMR170,133 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR115,90 Sq. M.,For Rent
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,100",500 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Taqah, Dhofar","Taqah, Dhofar",OMR450,120 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Al Khoud, Muscat","Bosher, Muscat",OMR600,300 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Qurum, Muscat","Barr Al Jissah, Muscat","OMR1,599",465 Sq. M.,For Rent
4 Bedrooms Villa For Rent Azaiba Muscat,"Azaiba, Muscat",OMR700,200 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Misfah, Muscat","Misfah, Muscat",OMR135,56 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR550,300 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR230,120 Sq. M.,For Rent
1 Bedroom Apartment For Rent Al Ghubrah Muscat,"Al Ghubrah, Muscat",OMR130,20 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Darsait, Muscat","Darsait, Muscat",OMR135,65 Sq. M.,For Rent
"Residential Land For Rent in Sohar, Al Batinah","Sohar, Al Batinah",OMR800,"3,300 Sq. M.",For Rent
"1 Bedroom Apartment For Rent Al Hamriyah, Muscat","Al Hamriyah, Muscat",OMR135,100 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR220,85 Sq. M.,For Rent
2 Bedroom Apartment For Rent Azaiba Muscat,"Azaiba, Muscat",OMR540,150 Sq. M.,For Rent
"4 Bedroom Villa For Rent in Ibra, Al Sharqiya","Ibra, Al Sharqiya",OMR100,210 Sq. M.,For Rent
"3 Bedrooms Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR70,350 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Sohar, Al Batinah","Sohar, Al Batinah",OMR100,45 Sq. M.,For Rent
"4 Bedrooms Chalet For Rent in Barka, Al Batinah","Barka, Al Batinah",OMR60,"5,000 Sq. M.",For Rent
2 Bedrooms Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,150",139 Sq. M.,For Rent
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR650,65 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR80,120 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR700,109 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR200,59 Sq. M.,For Rent
"4 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR950,300 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR300,100 Sq. M.,For Rent
"4 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR800,300 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Al Amarat, Muscat","Al Amarat, Muscat",OMR490,363 Sq. M.,For Rent
"1 Bedroom Chalet For Rent Al Mudaibi, Al Sharqiya","Al Mudaibi, Al Sharqiya",OMR50,600 Sq. M.,For Rent
"2 Bedroom Villa For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR320,123 Sq. M.,For Rent
"2 Bedrooms Chalet For Rent in Al Mudaibi, Al Sharqiya","Al Mudaibi, Al Sharqiya",OMR50,600 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR215,100 Sq. M.,For Rent
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR700,300 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Mahdhah, Al Buraimi","Mahdhah, Al Buraimi",OMR85,120 Sq. M.,For Rent
"4 Bedroom Villa For Rent Bosher, Muscat","Madinat As Sultan Qaboos, Muscat",OMR750,500 Sq. M.,For Rent
"3 Bedrooms Chalet For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR80,600 Sq. M.,For Rent
"Residential Land For Rent in Barka, Al Batinah","Barka, Al Batinah","OMR50,000","40,761 Sq. M.",For Rent
"1 Bedroom Apartment For Rent in Ruwi, Muscat","Ruwi, Muscat",OMR100,60 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR250,109 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR50,120 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR50,110 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR280,65 Sq. M.,For Rent
1 Bedroom Apartment For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat",OMR700,63 Sq. M.,For Rent
"5 Bedroom Villa For Rent in Ansab, Muscat","Ansab, Muscat",OMR500,459 Sq. M.,For Rent
"4 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,499",555 Sq. M.,For Rent
"1 Bedroom Chalet For Rent Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR50,250 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Barr Al Jissah, Muscat","Barr Al Jissah, Muscat",OMR800,200 Sq. M.,For Rent
4 Bedrooms Villa For Rent Al Seeb Muscat,"Al Seeb, Muscat",OMR550,325 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Wadi Al Kabir, Muscat","Al Wadi Al Kabir, Muscat",OMR330,109 Sq. M.,For Rent
3 Bedrooms Apartment For Rent Bosher - Muscat,"Bosher, Muscat",OMR950,139 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,400",459 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR220,109 Sq. M.,For Rent
"4 Bedroom Villa For Rent in Bosher, Muscat","Bosher, Muscat",OMR850,244 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR390,77 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Muscat Hills, Muscat","Muscat Hills, Muscat","OMR1,250",425 Sq. M.,For Rent
"4 Bedrooms Chalet For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR80,"1,600 Sq. M.",For Rent
"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR350,130 Sq. M.,For Rent
"8 Bedrooms Villa For Rent Azaiba, Muscat","Azaiba, Muscat","OMR1,200",450 Sq. M.,For Rent
"5 Bedrooms Villa For Rent in Madinat As Sultan Qaboos, Muscat","Bosher, Muscat","OMR1,199",450 Sq. M.,For Rent
"7 Bedrooms Villa For Rent in Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR800,500 Sq. M.,For Rent
"7 Bedroom Villa For Rent in Qurum, Muscat","Qantab, Muscat","OMR1,750",550 Sq. M.,For Rent
"6 Bedrooms Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR1,450",463 Sq. M.,For Rent
"3 Bedroom Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR750,240 Sq. M.,For Rent
"8 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,999",750 Sq. M.,For Rent
3 Bedrooms Villa For Rent Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","OMR1,150",356 Sq. M.,For Rent
"6 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,600",435 Sq. M.,For Rent
"6 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,300",430 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Azaiba, Muscat","Azaiba, Muscat",OMR150,140 Sq. M.,For Rent
"1 Bedrooms Apartment For Rent Azaiba, Muscat","Azaiba, Muscat",OMR250,80 Sq. M.,For Rent
"2 Bedrooms Chalet For Rent Sumail, Al Dakhiliya","Sumail, Al Dakhiliya",OMR50,200 Sq. M.,For Rent
"3 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,200",300 Sq. M.,For Rent
"2 Bedroom Villa For Rent in Muscat Hills, Muscat","Muscat Hills, Muscat",OMR600,172 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR390,110 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Al Maabilah, Muscat","Al Maabilah, Muscat",OMR200,100 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,700",550 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR400,120 Sq. M.,For Rent
"3 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat",OMR700,150 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Sohar, Al Batinah","Sohar, Al Batinah",OMR100,100 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Ghala, Muscat","Ghala, Muscat",OMR350,180 Sq. M.,For Rent
"3 Bedrooms Villa For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR400,680 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Bosher, Muscat","Bosher, Muscat",OMR300,65 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Bosher, Muscat","Bosher, Muscat",OMR300,63 Sq. M.,For Rent
"3 Bedroom Apartment For Rent Al Khoud, Muscat","Al Khoud, Muscat",OMR200,100 Sq. M.,For Rent
"5 Bedrooms Villa For Rent in Al Mawaleh, Muscat","Al Mawaleh, Muscat",OMR500,451 Sq. M.,For Rent
"7 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR1,499",650 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent in Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR450,250 Sq. M.,For Rent
"4 Bedrooms Villa For Rent Ruwi, Muscat","Ruwi, Muscat",OMR350,170 Sq. M.,For Rent
"3 Bedroom Apartment For Rent in Darsait, Muscat","Darsait, Muscat",OMR300,160 Sq. M.,For Rent
"7 Bedroom Villa For Rent in Qurum, Muscat","Qurum, Muscat","OMR2,299",658 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Qantab, Muscat","Qantab, Muscat","OMR1,699",456 Sq. M.,For Rent
"5 Bedroom Villa For Rent in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR699,289 Sq. M.,For Rent
7 Bedroom Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat","OMR1,899",590 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Al Khoud, Muscat","Ghala, Muscat",OMR230,90 Sq. M.,For Rent
"4 Bedrooms Villa For Rent Bosher, Muscat","Bosher, Muscat",OMR850,275 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR400,11 Sq. M.,For Rent
3 Bedroom Apartment For Rent Qurum Muscat,"Qurum, Muscat",OMR500,200 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Muscat Hills, Muscat","Muscat Hills, Muscat",OMR380,150 Sq. M.,For Rent
5 Bedrooms Villa For Rent The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,800",10 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Duqum, Al Wusta","Al Duqum, Al Wusta",OMR175,15 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR220,100 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Maabilah, Muscat","Al Maabilah, Muscat",OMR140,88 Sq. M.,For Rent
3 Bedrooms Villa For Rent Madinat As Sultan Qaboos Muscat,"Madinat As Sultan Qaboos, Muscat",OMR555,300 Sq. M.,For Rent
4 Bedrooms Apartment For Rent in The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat","OMR1,200",145 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Qurum, Muscat","Qurum, Muscat","OMR1,250",410 Sq. M.,For Rent
"3 Bedroom Apartment For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat",OMR850,159 Sq. M.,For Rent
2 Bedroom Apartment For Rent Al Maabilah Muscat,"Al Maabilah, Muscat",OMR220,100 Sq. M.,For Rent
"5 Bedrooms Villa For Rent Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","OMR2,000",550 Sq. M.,For Rent
"4 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","OMR1,199",168 Sq. M.,For Rent
"3 Bedroom Apartment For Rent in Al Maabilah, Muscat","Al Maabilah, Muscat",OMR50,100 Sq. M.,For Rent
2 Bedrooms Apartment For Rent The Wave (Almouj) Muscat,"The Wave (Almouj), Muscat",OMR700,105 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Darsait, Muscat","Darsait, Muscat",OMR210,85 Sq. M.,For Rent
5 Bedrooms Villa For Rent Madinat As Sultan Qaboos,"Madinat As Sultan Qaboos, Muscat","OMR1,349",678 Sq. M.,For Rent
"5 Bedroom Villa For Rent in Azaiba, Muscat","Azaiba, Muscat",OMR630,350 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Al Hail, Muscat","Al Hail, Muscat",OMR140,90 Sq. M.,For Rent
"2 Bedrooms Apartment For Rent Azaiba, Muscat","Azaiba, Muscat",OMR240,100 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Azaiba, Muscat","Azaiba, Muscat",OMR350,120 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR340,87 Sq. M.,For Rent
"1 Bedroom Apartment For Rent in Bosher, Muscat","Bosher, Muscat",OMR415,59 Sq. M.,For Rent
2 Bedrooms Apartment For Rent Al Khuwair Muscat,"Al Khuwair, Muscat",OMR270,105 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Azaiba, Muscat","Azaiba, Muscat",OMR360,109 Sq. M.,For Rent
"3 Bedroom Apartment For Rent in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat",OMR900,200 Sq. M.,For Rent
2 Bedroom Apartment For Rent Ghala Muscat,"Bosher, Muscat",OMR400,120 Sq. M.,For Rent
"4 Bedrooms Villa For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR600,300 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR300,163 Sq. M.,For Rent
"2 BHK Apartment For Rent Ruwi, Muscat","Ruwi, Muscat",OMR210,109 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR600,109 Sq. M.,For Rent
"3 Bedrooms Apartment For Rent Qurum, Muscat","Qurum, Muscat",OMR500,109 Sq. M.,For Rent
"2 Bedroom Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR300,119 Sq. M.,For Rent
"2 Bedroom Villa For Rent in Salalah, Dhofar","Salalah, Dhofar",OMR95,188 Sq. M.,For Rent
2 Bedrooms Apartment For Rent Salalah Dhofar,"Salalah, Dhofar",OMR50,90 Sq. M.,For Rent
"4 Bedrooms Villa For Rent Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR850,309 Sq. M.,For Rent
"Residential Land For Rent in Al Maabilah, Muscat","Al Maabilah, Muscat",OMR300,660 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Mutrah, Muscat","Mutrah, Muscat",OMR140,75 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Al Khuwair, Muscat","Al Khuwair, Muscat",OMR300,125 Sq. M.,For Rent
"1 Bedroom Apartment For Rent Al Khuwair, Muscat","Al Khuwair, Muscat",OMR280,70 Sq. M.,For Rent
"2 Bedroom Apartment For Rent in Al Ghubrah, Muscat","Al Ghubrah, Muscat",OMR200,100 Sq. M.,For Rent
